Grid_ID,Longitude,Latitude,Indeterminate,Determinate,H,Indeterminate_adj,Determinate_adj,H_Rank,Species_N_All,Species_N_Inf,MDT,PD,So_Pi,Df_Pi,Co_Pi,Sk_Pi,Um_Pi,Ra_Pi,Cp_Pi,Pa_Pi,Ck_Pi,Altitude,Slope,AMT,AP,MDTR,ISO,TS,PS,MTWQ,PDQ,RAD,WIND,AI,ET0,AMTd,APd,AMTsd,APsd,CSI,BULK,ECE,OC,PH,SAND,Soildiv,PC1,PC2,MCI
218,113.7347627,27.57950698,0.607142858,0.392857143,1.961666333,0.609523595,0.390476405,0.404587156,816,700,9.217274412,26747.11457,0.145714286,0.247142857,0.055714286,0.088571429,0.082857143,0.208571429,0.072857143,0.097142857,0.001428571,260.3150357,1.781959395,16.78221029,1519.836854,8.066055589,26.23206924,827.6462187,47.63165096,26.61789006,188.0658815,13949.83191,2.006420312,1.298118617,1173.989514,-105.7488687,80.81155015,0.154954177,0.103301887,0.370556506,1.32275911,0.148031919,1.218942255,5.610144526,33.8199848,28,5.248600868,-0.544246834,8.281536633
219,97.8828999,38.62488356,0.625,0.375,1.87108679,0.636597604,0.363402396,0.188990826,91,80,7.974126813,4021.399896,0.125,0.25,0.0125,0.0875,0.1375,0.25,0.1,0.025,0.0125,4137.818296,3.39421512,-4.283218369,295.4695892,13.97455749,34.93491406,945.7700839,107.1946323,7.050485589,6.07424812,16238.94759,4.202581786,0.292281438,1042.866071,139.4684599,82.27235499,0.200469012,0.033900937,0.302461253,1.437494631,0.092548337,1.258086042,5.451940031,49.11929377,18,-3.171165238,-1.941604313,4.205984311
220,87.6088973,37.24627885,0.853658536,0.146341464,1.91816284,0.807955509,0.192044491,0.25412844,89,82,5.572000469,2883.557375,0.109756098,0.036585366,0.048780488,0.134146341,0.073170732,0.219512195,0.243902439,0.134146341,0,4538.340317,3.224581513,-6.098646155,141.5617778,14.34340969,35.94131501,955.0593113,125.0161738,5.352225643,0.614222222,15966.84567,4.270335608,0.136765128,1074.617436,144.8943795,2.864,0.194773283,0.027170673,0.284330497,1.520997609,0.208348717,1.367307332,5.808963993,51.43917949,13,-4.029631637,-1.899257852,-0.546441739
221,122.9476208,41.22462194,0.700617284,0.299382716,2.051703064,0.698285978,0.301714022,0.837614679,371,324,7.64725058,14255.54945,0.095679012,0.203703704,0.037037037,0.114197531,0.101851852,0.185185185,0.157407407,0.077160494,0.027777778,78.77040046,0.429779654,8.454037866,674.5647394,10.54390764,24.07281407,1240.571294,105.2387224,22.75912886,19.13109559,14496.23922,2.671093106,0.554808556,1220.889406,7.373517881,130.8853965,0.251696285,0.050958362,0.50423921,1.385832999,0.303253142,1.347843768,6.780403635,40.97484155,33,-0.2002586,1.014669203,6.072337959
222,85.65996417,35.97334494,0.833333333,0.166666666,1.660947433,0.720310434,0.279689566,0.078899083,14,12,4.377981044,1181.01235,0.083333333,0.083333333,0,0,0.083333333,0.25,0.25,0.25,0,5093.751709,1.157715693,-7.746625083,108.7668196,14.72164768,36.08655969,957.9998716,124.2537175,3.938250629,0.352933,15783.84871,4.148779651,0.104999937,1043.0237,177.622363,-92.83083125,0.205396826,0.036899324,0.296257855,1.572337377,0.102036421,1.37354391,5.813038517,56.06067556,9,-4.61592055,-1.952045723,-0.67138927
223,105.1796754,34.66647146,0.694568122,0.305431879,2.074619592,0.693999652,0.306000348,0.943119266,1295,1123,8.101698003,30902.9313,0.101513802,0.203918077,0.074799644,0.093499555,0.089937667,0.217275156,0.090828139,0.095280499,0.032947462,1868.550487,2.454219722,7.095048959,600.5492868,9.988795134,29.70906741,847.2964615,81.11961492,17.22959563,13.7094337,13945.91021,1.952191301,0.588765302,1025.227369,-8.531698676,146.3569411,0.144310957,0.119662642,0.38627287,1.397433957,0.306976418,0.762990388,7.526669937,39.42649343,32,1.168868831,-0.044749767,6.626318231
224,86.66560382,28.86048425,0.744615384,0.255384615,2.060952817,0.738883007,0.261116993,0.88440367,381,325,6.771055239,9685.280028,0.172307692,0.083076923,0.086153846,0.092307692,0.070769231,0.172307692,0.203076923,0.101538462,0.018461538,4906.283289,4.338293915,0.365773944,313.7124512,14.83538538,47.53766567,608.5483589,42.7926507,7.593084761,42.12413638,16865.65289,3.550441197,0.257997672,1209.18489,129.091968,-104.2451187,0.179544358,0.128540399,0.422187511,1.529450287,0.135228299,1.378931334,6.132487129,49.93729348,19,-2.117080718,-3.10950945,2.498471992
225,95.74934157,31.24763886,0.756849315,0.243150685,1.986718008,0.749479001,0.250520999,0.508256881,332,292,8.024686522,9740.798696,0.126712329,0.116438356,0.047945205,0.113013699,0.102739726,0.243150685,0.167808219,0.082191781,0,4540.905602,5.209574198,-0.446071098,627.0361596,12.07133148,37.84814038,727.8468609,95.29740768,8.1412706,17.78780989,15312.9011,2.878664244,0.65145154,980.7333138,112.6232409,46.41836585,0.235685346,0.079140446,0.40380801,1.498673163,0.10968168,1.702110146,6.386592282,46.54012029,11,-2.001832691,-3.263852262,3.002790954
226,108.7009013,23.12408855,0.617603551,0.38239645,1.936988512,0.618651961,0.381348039,0.319266055,1574,1352,10.32394299,42793.42681,0.121301775,0.261094675,0.039201183,0.109467456,0.084319527,0.210059172,0.079881657,0.094674556,0,183.541071,1.098640054,21.0602289,1579.537892,7.274673718,30.75415145,614.8774922,66.94772285,27.81087784,124.176225,15024.93262,1.674462996,1.16657936,1354.904522,-146.0511623,359.6347093,0.118932739,0.11090708,0.269575408,1.3372861,0.13082559,1.137449987,5.531731521,40.93122735,22,5.487185333,0.304073424,9.670861626
227,121.4368756,38.93236494,0.723356009,0.276643991,2.065474749,0.720282297,0.279717703,0.903669725,508,441,7.616523562,16389.00359,0.099773243,0.176870748,0.054421769,0.099773243,0.088435374,0.235827664,0.117913832,0.095238095,0.031746032,54.51918874,0.83789354,10.78713244,607.0783467,7.488001242,21.28989914,1041.764484,100.4986014,22.76010694,28.57063541,15675.08441,4.43249538,0.376947848,1336.613202,-24.23540854,26.42926883,0.120915178,0.058257456,0.38211968,1.095589125,0.140266392,0.704877056,5.132018476,32.17264344,15,1.3425883,0.79172003,6.00830161
228,88.50661393,46.5025615,0.725490196,0.274509804,2.060879319,0.717183319,0.282816681,0.883486239,181,153,6.807463626,6492.559993,0.124183007,0.150326797,0.058823529,0.091503268,0.098039216,0.222222222,0.163398693,0.065359477,0.026143791,745.7837989,0.472915803,4.785015896,159.1067323,13.0844208,24.49339533,1500.309934,35.44735419,21.90860987,19.29886215,14886.38364,2.186764151,0.115519017,1377.091146,20.35174578,63.96319782,0.21270877,0.008514628,0.374492204,1.539142505,0.611325124,0.522973807,6.328392689,66.7626526,22,-1.194058598,2.687277371,0.83898085
229,78.91031657,33.58399945,0.88,0.12,1.978723064,0.770725989,0.229274011,0.470183486,27,25,9.592614195,1817.345714,0.08,0.04,0.12,0.12,0.08,0.16,0.2,0.2,0,5026.977278,6.658189894,-4.879776686,84.74411203,12.3153989,32.93184113,916.9009084,96.68280381,6.425397841,5.732017823,15842.76618,2.99065351,0.080562826,1091.431572,179.1514136,-5.898790579,0.290813188,0.056060606,0.488853552,1.192832594,0.076957353,1.098427731,4.614703916,40.10757479,9,-3.478644268,-3.514249475,-0.01062932
230,107.4003358,34.73264071,0.692194403,0.307805596,2.066646472,0.691360269,0.308639731,0.909174312,772,679,7.905556575,22487.05611,0.095729013,0.212076583,0.057437408,0.073637703,0.101620029,0.209131075,0.113402062,0.101620029,0.035346097,1075.000355,1.661725731,10.51385814,635.2135402,9.979314767,28.78475129,901.1859872,77.81889249,21.44983311,17.05260931,14507.12369,1.897321925,0.545976678,1163.494288,-32.61703044,83.11114245,0.145887141,0.133507463,0.414467012,1.404952033,0.346198877,0.742453437,7.75488014,39.56650212,25,1.450882524,0.705636232,6.338463429
231,120.5212299,22.74083071,0.613583138,0.386416861,1.952677647,0.615348461,0.384651539,0.374311927,999,854,9.84242236,31109.74618,0.146370023,0.240046838,0.046838407,0.094847775,0.073770492,0.224824356,0.079625293,0.091334895,0.00234192,337.0225047,2.853141286,22.3964897,2791.705483,6.486388149,39.52520946,359.7057642,104.3358152,26.155895,76.09695387,16315.86422,2.894969538,1.912864664,1466.625936,-147.941977,1119.088458,0.102832929,0.054724085,0.244671379,1.308331344,0.221949571,1.132196648,5.966610337,34.09037062,28,6.072416849,0.161765793,25.43979765
232,101.7640971,24.63052938,0.675285628,0.324714372,1.983744222,0.675210029,0.324789971,0.494495413,1941,1663,9.115041705,44882.2889,0.115453999,0.209260373,0.039085989,0.086590499,0.089597114,0.242333133,0.112447384,0.098015634,0.007215875,1701.065308,4.106194878,17.23910915,909.3125097,11.06556836,47.43420364,440.6546284,83.71061784,21.74218208,42.86018071,15253.80358,1.737601258,0.667169824,1365.79031,-83.69608325,72.2244119,0.159776784,0.052356632,0.278279275,1.391437892,0.111341332,1.399575503,5.546596006,41.22184141,26,2.209356274,-1.22920943,7.924539035
233,79.59162342,36.47190125,0.814814815,0.185185186,1.959852878,0.785729476,0.214270524,0.393577982,124,108,7.101503839,4987.565656,0.092592593,0.092592593,0.064814815,0.166666667,0.037037037,0.259259259,0.212962963,0.046296296,0.027777778,3367.905068,5.982639045,2.904706817,34.92886249,13.36078229,34.01040065,970.2807451,93.37646157,14.11360246,0.626977001,15841.76221,2.165473554,0.030952607,1277.559638,55.78149389,-33.08412183,0.196695353,0.052482658,0.385988337,1.296660671,0.354402924,0.812232882,6.498653386,43.41301195,14,-1.839717507,-0.811901308,1.149057201
234,105.7500207,23.95483122,0.587441316,0.412558685,1.909191276,0.588751918,0.411248082,0.226605505,1998,1704,9.652995907,47788.07802,0.129107981,0.283450704,0.041666667,0.106807512,0.083920188,0.202464789,0.052230047,0.100352113,0,849.4910053,2.724882272,19.12725503,1247.550129,8.255282272,37.46581205,532.2647693,87.1644171,24.89806684,46.60178446,14258.57029,1.727819513,0.990767582,1259.841669,-113.029511,237.8851843,0.12391741,0.119607147,0.294511613,1.288389286,0.102770605,2.224234147,5.113219176,33.17265399,18,4.230779436,-1.755882262,8.412522113
235,96.72418302,38.51203774,0.774647887,0.225352112,2.036183275,0.745763869,0.254236131,0.760550459,83,71,6.926747224,3431.420173,0.126760563,0.098591549,0.056338028,0.183098592,0.070422535,0.154929577,0.211267606,0.084507042,0.014084507,4241.124018,2.653191294,-4.47651235,229.8877084,14.06970818,34.44240457,976.2774313,102.0680598,7.253735208,8.274341044,16141.62155,4.278683653,0.223782686,1074.155527,153.7190901,41.90895643,0.214549819,0.031577016,0.332478741,1.545764527,0.103630986,1.304110384,5.861834222,53.41642012,13,-3.777008663,-1.638556436,1.149548777
236,110.727368,33.87181153,0.685103245,0.314896755,2.058289826,0.684817219,0.315182781,0.870642202,1542,1356,7.88659551,34330.10166,0.095870206,0.219026549,0.056784661,0.097345133,0.089970501,0.192477876,0.117256637,0.109144543,0.022123894,985.0523432,2.52432456,12.50307455,738.8914217,10.30867715,30.49372272,882.8769389,72.31762678,23.23098636,28.11539554,14205.56882,2.258730996,0.565064281,1308.201179,-30.42442154,136.8846045,0.166252443,0.137303738,0.438980939,1.43027906,0.194233776,0.765667523,7.024683955,48.00944468,55,1.775129376,0.748482685,6.839081504
237,86.75845416,36.18335131,0.75,0.25,1.704551445,0.69485526,0.30514474,0.097706422,14,12,3.492804402,1169.175157,0.166666667,0.083333333,0,0,0.083333333,0.166666667,0.25,0.25,0,5049.664034,1.327330465,-7.788346273,138.5124082,14.40555594,35.83723409,952.7219677,124.6351214,3.792119553,0.805490087,15846.1383,4.289625786,0.137316034,1023.163871,176.4189877,-66.34243727,0.206594167,0.035527265,0.288220834,1.546217952,0.145521975,1.367587661,5.564667784,53.34479412,9,-4.467830284,-2.114053139,-0.157061257
238,83.25540132,42.82678306,0.744827586,0.255172414,2.018056652,0.733072517,0.266927483,0.655045872,172,145,8.55713547,6367.351493,0.131034483,0.124137931,0.089655172,0.131034483,0.055172414,0.255172414,0.117241379,0.089655172,0.006896552,2974.7502,4.882620004,-4.460269875,319.5903614,12.06215228,28.52282787,1106.221456,87.02476456,7.870579702,11.23061881,14733.66917,2.80076589,0.46321712,748.4909481,101.1148894,169.4644547,0.221834493,0.014150415,0.322453983,1.427656596,0.100164008,1.408361168,5.796139457,46.43297799,12,-2.057148965,-2.001672632,0.740056036
239,102.2060329,30.95476443,0.708991826,0.291008174,2.068444944,0.708429372,0.291570628,0.923853211,2108,1835,8.588891466,40131.37995,0.119346049,0.171662125,0.058855586,0.072479564,0.123160763,0.216348774,0.13133515,0.079564033,0.027247956,3645.620394,8.663994555,3.734985355,717.8120174,12.09168995,40.405018,628.616379,88.41325446,11.02482656,13.53982496,12725.08789,2.807666517,0.806688093,924.8933588,48.98599661,74.34985659,0.195341959,0.071229584,0.334679653,1.442598352,0.152592486,1.134687789,6.715944656,42.98654115,18,-0.335163912,-3.145107122,6.236501529
240,123.6095661,44.75092959,0.711286089,0.288713911,2.019811172,0.708567281,0.291432719,0.669724771,425,381,7.311841802,13589.48954,0.086614173,0.202099738,0.031496063,0.115485564,0.057742782,0.160104987,0.186351706,0.139107612,0.020997375,149.9323809,0.066619986,5.902645982,450.3878773,12.02569301,23.93220748,1437.597522,118.845093,22.65192569,6.42380545,14754.09637,3.545522199,0.33925553,1328.837712,44.2506846,149.9904069,0.240078394,0.030923927,0.36964729,1.365519391,0.987645142,1.427849807,7.443785941,36.08474887,23,-1.264568261,1.784560928,4.900126096
241,121.0800809,44.97252231,0.724550899,0.275449101,2.053470029,0.72047662,0.27952338,0.844954128,377,334,7.396263831,12683.91053,0.083832335,0.191616766,0.04491018,0.113772455,0.080838323,0.182634731,0.182634731,0.092814371,0.026946108,396.6351027,0.779276013,5.492780567,394.91586,13.02777119,27.28116385,1339.591884,125.4731994,21.29397565,4.894794521,15131.76072,3.353348043,0.281770356,1403.384779,40.47408955,126.6607002,0.225909389,0.032858488,0.349120345,1.402842002,0.364596656,1.317226168,6.995829584,40.71519026,31,-1.397117599,1.543532934,4.268271002
242,84.27903412,36.6094269,0.647058822,0.352941177,1.75824286,0.66156442,0.33843558,0.114678899,20,17,5.593610721,1687.400819,0.235294118,0.117647059,0,0.058823529,0.058823529,0.294117647,0.176470588,0.058823529,0,4281.974751,3.829611383,-3.740402518,71.05937048,15.30806586,36.95352701,973.7970302,118.9291766,7.865105493,0.10579241,15880.3371,3.423212679,0.064023273,1186.006819,117.3197945,-56.39610166,0.187503063,0.025658665,0.284696555,1.462945102,0.49391831,1.215458359,6.42002203,46.80776913,12,-3.560945424,-1.310953817,0.062377074
243,83.18171889,36.37805797,0.666666667,0.333333333,1.011404265,0.66989282,0.33010718,0.013302752,7,6,5.818162914,669.3305391,0.333333333,0,0,0,0,0.5,0.166666667,0,0,4193.997206,3.825284566,-3.01478949,56.2470092,15.22969308,36.70704921,977.6545705,114.9939838,8.570816911,0.014452666,15838.8694,3.168609244,0.050437439,1189.15974,106.6498948,-53.36885416,0.175940887,0.026814033,0.285041704,1.495777605,0.599681892,1.151516477,6.417363921,47.81190789,15,-3.321266081,-1.0637941,0.347197835
244,88.73073563,37.43922493,0.865853659,0.134146342,1.901132993,0.817105918,0.182894082,0.214678899,90,82,5.75005263,2767.000662,0.097560976,0.036585366,0.06097561,0.134146341,0.06097561,0.219512195,0.268292683,0.12195122,0,4424.544307,1.897975495,-5.664517942,147.4050218,14.08307746,35.7416321,945.0568279,123.4638109,5.727824781,0.621656659,16068.21421,4.251102503,0.140226938,1077.862377,136.5434515,26.70524017,0.197264129,0.028868532,0.284431707,1.410068901,0.685200591,1.260896554,5.79294486,46.50088701,14,-3.691625776,-1.594833883,-0.494670721
245,90.99078989,37.7956771,0.735294117,0.264705882,1.914234604,0.706492483,0.293507517,0.241284404,38,34,5.050463428,1908.320692,0.205882353,0.058823529,0.058823529,0.205882353,0.029411765,0.088235294,0.176470588,0.176470588,0,3586.291377,2.269889849,-1.41285804,88.03298717,14.2388148,35.30909098,981.2976842,110.0782924,10.40712686,1.854272721,16499.53928,3.744128824,0.074269103,1316.195276,81.50290929,42.34134256,0.170256657,0.03892036,0.29057324,1.527728916,4.129790235,0.794990155,6.558060026,60.95879997,18,-3.368318855,0.758351167,1.274840942
246,88.88393351,41.08748666,1,0,0.673011667,0.721616718,0.278383282,0.00733945,7,5,9.524211483,728.198033,0,0,0,0.4,0,0.6,0,0,0,1199.803271,0.876685261,9.292024912,45.28631593,15.47236998,31.6721956,1245.094384,90.34180169,23.7534437,0.795840352,16477.62171,2.844834997,0.024966697,1843.545225,-7.540552515,31.97894259,0.191265971,0.01340449,0.399417363,1.425445122,2.819068198,0.56796033,7.672670766,42.55144486,11,-1.949801191,3.382157149,1.267333887
247,83.05821035,40.02517197,0.857142858,0.142857143,1.351783994,0.708688711,0.291311289,0.039449541,7,7,11.32267033,739.8924671,0,0.142857143,0.285714286,0,0,0.285714286,0,0.285714286,0,1003.313207,0.073259065,12.226229,53.710703,17.12160188,32.93932614,1319.230753,97.96087445,26.91342821,1.871708794,16223.01435,1.824987937,0.029648598,1810.774882,-33.83498743,39.53080569,0.148232529,0.035304836,0.425530656,1.682049804,0.100000001,0.430000007,5.766482168,87.47090574,2,-2.147642105,3.518249887,2.564257901
248,104.5717479,23.15401933,0.604308796,0.395691203,1.932234255,0.604951974,0.395048026,0.301834862,3297,2785,9.88304146,66470.95564,0.133572711,0.262118492,0.038779174,0.090843806,0.091561939,0.210412926,0.068222621,0.104129264,0.000359066,1312.502814,3.472703041,17.15256926,1523.642485,8.344129527,40.98906654,473.4531113,90.93876981,22.20656583,54.91753416,14329.32387,1.863661617,1.277718754,1193.308881,-94.7581334,95.47641509,0.130402331,0.10024919,0.262191581,1.276174359,0.10461939,2.053018857,5.40951544,29.52374756,27,4.312416328,-2.37760613,8.4001845
249,114.4689785,41.76909854,0.709923663,0.290076335,1.987761221,0.706214949,0.293785051,0.513761468,286,262,7.08615853,9120.210431,0.091603053,0.198473282,0.034351145,0.125954198,0.072519084,0.167938931,0.198473282,0.106870229,0.003816794,1407.427467,0.520901128,3.676306228,336.7993202,12.27485463,26.73532424,1277.043045,102.0427732,18.61593553,9.362493586,15687.08632,3.770303144,0.24516992,1373.63834,56.08613178,109.5624038,0.178814883,0.0604771,0.366779329,1.379341966,1.392938678,1.20213958,7.208773858,37.83170857,27,-1.287142718,1.325354445,4.369843895
250,81.11727362,38.68348196,0.789473685,0.210526316,1.739838559,0.71939927,0.28060073,0.109174312,25,19,6.690524564,1986.862296,0.210526316,0,0.052631579,0.052631579,0.157894737,0.315789474,0.052631579,0.157894737,0,1163.258492,0.097213321,12.35216759,30.41383243,16.98883684,33.70525015,1261.424042,86.12224917,26.24686265,0.348896492,16196.24759,1.554899822,0.017975481,1687.186221,-34.82667457,19.04970819,0.135927253,0.049621996,0.311445198,1.617334171,0.617850666,0.428008325,5.781739953,81.80210639,9,-1.380541233,3.296508806,0.02507813
251,81.44913248,37.83551845,0.777777777,0.222222222,1.666069591,0.723908931,0.276091069,0.079816514,35,27,7.590860784,2170.306442,0.222222222,0,0.037037037,0.037037037,0.111111111,0.37037037,0.074074074,0.148148148,0,1260.456725,0.125839364,12.58730353,32.61729986,16.66283302,34.09173311,1219.180278,76.20511071,26.07989367,1.617842605,16320.72791,1.491165188,0.019368921,1680.509769,-46.78413473,22.41580733,0.125210654,0.044595003,0.315102243,1.641768007,0.100000001,0.467107876,5.862686376,82.84396201,4,-1.234801228,3.173903706,0.013844471
252,105.2851231,32.89597753,0.68,0.32,2.053244854,0.679813826,0.320186174,0.843119266,1536,1350,8.17791976,35391.6658,0.097777778,0.222222222,0.062962963,0.094814815,0.105925926,0.2,0.105185185,0.09037037,0.020740741,1432.901167,5.338089173,11.5868633,747.4649856,8.254397812,28.78125811,743.7901921,85.76201918,20.54598823,14.93789625,12549.79959,1.604313157,0.734699892,1020.871542,-39.98503872,78.50302594,0.136413154,0.154239443,0.384728709,1.441779528,0.128753604,0.730873926,6.660273767,52.49221902,27,2.219045302,-0.756954785,6.903419349
253,77.41650182,38.71760397,0.702380953,0.297619048,2.011224277,0.697940906,0.302059094,0.626605505,193,168,6.608417522,7709.585681,0.125,0.172619048,0.029761905,0.18452381,0.053571429,0.214285714,0.095238095,0.101190476,0.023809524,1198.144896,0.062709313,12.87512376,42.31748693,14.78736592,32.26718106,1155.283508,60.70164207,25.720854,2.386884806,16067.87741,1.435240929,0.026572616,1589.718117,-52.97796729,10.55980957,0.12482412,0.041366219,0.350866814,1.49542914,3.639788143,1.009489756,6.478610663,55.8158777,26,-0.19204278,3.099232648,3.59690185
254,97.11038529,28.0539974,0.696969696,0.303030303,2.01672623,0.694956096,0.305043904,0.652293578,373,330,10.14027756,13243.41683,0.154545455,0.148484848,0.042424242,0.045454545,0.109090909,0.242424242,0.154545455,0.072727273,0.03030303,3407.109081,9.260516202,5.179124171,1222.203089,9.463070609,39.09976631,557.7739378,79.37006371,11.54288072,47.17162005,14780.31988,2.264886846,1.270251399,939.7931235,23.41338991,-1235.986305,0.211470899,0.07761603,0.390245158,1.30179776,0.092395106,0.934166667,5.812150382,38.81672494,12,0.668415213,-4.963715173,5.334339241
255,77.45318367,35.94450827,0.861111111,0.138888889,1.97922387,0.822688558,0.177311442,0.475229358,125,108,6.614068236,4541.741952,0.083333333,0.055555556,0.074074074,0.175925926,0.083333333,0.277777778,0.138888889,0.101851852,0.009259259,5287.589405,5.179209468,-8.677042355,80.60415443,13.19799496,33.49731945,953.0370172,101.9250673,2.815037191,4.090428655,15057.30506,3.298320975,0.092694422,914.0143864,185.2585125,-22.39217557,0.281088437,0.058657029,0.471070229,1.3144363,0.08172343,1.15036844,4.662375067,45.69612449,5,-4.176598994,-3.698540744,0.500997837
256,109.7199192,42.4244351,0.833333334,0.166666667,1.242453325,0.699936614,0.300063386,0.028440367,7,6,8.416310617,709.8629501,0.166666667,0,0.166666667,0,0,0.5,0.166666667,0,0,1188.272496,0.454984823,5.425590916,168.9606834,12.89523758,26.61449986,1321.69589,109.702499,21.17339496,5.256494266,16370.91639,3.927839543,0.103953405,1624.439972,38.29804587,65.08963258,0.194285721,0.03632703,0.322096319,1.379503852,0.459840862,0.691649879,7.936649053,44.25368593,12,-1.959814606,2.564000251,0.690673281
257,84.76527449,42.19844814,0.75590551,0.244094488,2.015732727,0.740819914,0.259180086,0.64587156,150,127,8.459832505,5350.087098,0.11023622,0.133858268,0.078740157,0.141732283,0.047244094,0.244094488,0.141732283,0.094488189,0.007874016,2216.258164,4.117405859,2.360889348,202.19331,13.03016672,30.24148372,1112.381089,95.82469197,14.86114898,4.895125836,15219.71849,2.610247952,0.226476967,1182.308761,53.2652538,118.6276521,0.202251082,0.011609907,0.306557818,1.483181907,6.567333444,1.027444396,6.753972612,50.42860784,23,-2.094930095,1.286926866,0.406902729
258,78.43500373,34.66752884,0.875,0.125,1.770703508,0.76625538,0.23374462,0.126605505,29,24,7.176874289,2015.463664,0.083333333,0.041666667,0.083333333,0.125,0,0.416666667,0.125,0.083333333,0.041666667,5438.884125,6.389671648,-8.651400005,89.64,12.33905,31.79349315,965.2470567,113.7586249,3.145033332,3.678,15288.86925,3.22180833,0.0963236,949.216,206.1566,-3.541,0.316336997,0.05011655,0.480233247,1.082200009,0.067600001,0.952879978,3.906399874,37.492,5,-4.008368396,-4.200113683,-0.398680936
259,119.191644,30.85418322,0.685990338,0.314009662,2.030828068,0.685499437,0.314500563,0.726605505,996,828,8.489292938,28590.54716,0.11352657,0.200483092,0.054347826,0.129227053,0.088164251,0.211352657,0.079710145,0.112318841,0.010869565,146.2593331,1.207596228,15.41886492,1261.32565,7.991232787,25.13269174,881.5994652,49.9281652,26.00164225,131.5316297,14884.26288,2.551277094,1.056211827,1199.060019,-84.65713479,110.1550924,0.154117334,0.102017904,0.38310154,1.320701074,0.150961047,1.495833993,5.680933901,37.05029825,38,4.216512283,-0.17285476,8.259846421
260,119.3298818,41.52257768,0.714876033,0.285123967,2.032355176,0.713272392,0.286727608,0.736697248,839,726,7.161245312,21202.96172,0.093663912,0.191460055,0.039944904,0.101928375,0.08815427,0.198347107,0.168044077,0.103305785,0.015151515,643.3941092,1.323461626,7.355386224,462.2155777,13.10609484,29.19138266,1215.770802,118.1580386,21.50826413,7.139491471,15761.1546,2.759360585,0.331103328,1396.759897,16.48361281,134.074477,0.232804232,0.045825547,0.475751203,1.412379764,0.318371421,0.657659471,7.638583824,43.10067589,24,-1.44670301,1.846927837,5.267358128
261,112.7153545,27.60861388,0.652406417,0.347593582,2.019353638,0.652777946,0.347222054,0.664220183,1516,1309,8.589573585,38404.08396,0.135981665,0.211611917,0.058823529,0.091673033,0.084033613,0.203208556,0.094728801,0.113827349,0.006111536,121.8333371,0.808016532,17.58460881,1426.769009,7.698768199,24.65496066,849.8288041,46.09616253,27.7739435,193.0256741,13732.82931,1.880458896,1.213328842,1176.07444,-111.712011,9.855298139,0.151599891,0.095508504,0.357519443,1.296635012,0.173915691,1.176066852,5.91172064,29.34713255,22,5.388774319,-0.17558759,8.102752299
262,85.66078778,32.32004272,0.75,0.25,1.039720771,0.680753885,0.319246115,0.018807339,4,4,1.375261791,407.3326901,0,0.25,0,0,0,0,0.25,0.5,0,4939.134956,2.064632599,-2.198821306,112.7577955,14.79475889,39.48685478,851.8213857,73.25027109,8.262552576,8.767802756,16611.32649,3.840017525,0.088713154,1271.224075,140.5914615,-76.09492386,0.244732629,0.087572889,0.466258062,1.514545325,0.199746194,1.595318321,5.517730091,46.20870196,16,-3.632100327,-2.416638058,-0.910426647
263,82.091079,36.13727751,0.878787878,0.121212121,1.585323407,0.784563521,0.215436479,0.070642202,40,33,5.828100504,1949.132327,0.090909091,0.03030303,0,0.03030303,0.03030303,0.333333333,0.272727273,0.212121212,0,4243.131507,5.424691851,-2.849256136,46.72527396,14.73358186,36.50851196,950.8936066,111.4599172,8.425597629,0.097100846,15815.22478,3.127380125,0.042376654,1178.880566,110.5774327,-47.78415869,0.168526863,0.032708057,0.29343606,1.437179913,0.599583848,1.079058792,6.121667342,46.67845748,17,-3.028825332,-1.474934606,1.032587133
264,112.0542591,42.71516636,0.818897638,0.181102362,1.99066016,0.792672094,0.207327906,0.524770642,141,127,7.952972773,5033.525301,0.094488189,0.086614173,0.05511811,0.173228346,0.094488189,0.196850394,0.228346457,0.062992126,0.007874016,1145.586755,0.339225468,4.47745536,190.3327648,13.46175068,26.88042641,1362.627022,110.7263995,20.5165814,4.846945866,16145.23919,3.949825767,0.122432184,1555.431432,45.72311261,67.2630914,0.194697077,0.039635516,0.347960493,1.48362328,0.402874108,0.860328448,7.42405407,54.3956162,20,-2.299073248,2.386543888,2.553828845
265,116.5849765,24.7435406,0.611153552,0.388846448,1.966864095,0.612367397,0.387632603,0.421100917,1491,1309,8.866295398,36694.72748,0.145148969,0.243697479,0.042016807,0.089381207,0.090145149,0.206264324,0.084033613,0.096256684,0.003055768,423.4854017,2.542402411,19.25971995,1522.484983,8.499612891,33.73138653,600.0503674,58.38657928,26.02006819,122.4495798,14894.8864,1.968343438,1.161517538,1313.151261,-119.0916651,47.60644258,0.140491072,0.051392254,0.28524013,1.325128371,0.127170871,1.225963274,5.260247573,36.04715219,21,4.642454892,-0.553546442,9.271205109
266,75.32842975,38.13893153,0.771428572,0.228571428,2.065167779,0.765724431,0.234275569,0.901834862,520,455,7.453160193,11095.9484,0.125274725,0.103296703,0.054945055,0.145054945,0.050549451,0.224175824,0.164835165,0.092307692,0.03956044,4199.338045,7.195899613,-3.477213935,100.3286959,13.35103503,34.06249356,946.7661376,70.59774486,7.652417869,6.442507543,14786.132,2.599423814,0.114294301,1014.153788,130.6716295,-17.71220248,0.187461975,0.039000778,0.360573593,1.386993786,0.482559505,1.02988852,6.045734211,45.0914348,16,-2.333099474,-2.267966036,1.478195413
