CNPollinationID,Grid_ID,S_ID,Pollination
P09397,3,4,Flies
P09397,735,736,Flies
P09397,857,858,Flies
P09397,227,228,Flies
P09397,573,574,Flies
P09397,665,666,Flies
P09397,844,845,Flies
P09405,261,262,Flies
P09405,573,574,Flies
P09405,562,563,Flies
P09405,804,805,Flies
P09405,1001,1002,Flies
P09408,573,574,Flies
P09408,1001,1002,Flies
P09408,808,809,Flies
P09409,353,354,Flies
P09409,3,4,Flies
P09409,844,845,Flies
P09416,741,742,Flies
P09487,540,541,Flies
P09487,1034,1035,Flies
P09487,738,739,Flies
P09488,1034,1035,Flies
P09488,49,50,Flies
P09496,734,735,Flies
P09516,956,957,Flies
P09519,1001,1002,Flies
P09524,231,232,Flies
P09524,808,809,Flies
P09524,562,563,Flies
P09524,573,574,Flies
P09524,925,926,Flies
P09524,3,4,Flies
P09524,849,850,Flies
P09524,446,447,Flies
P09524,1001,1002,Flies
P09524,844,845,Flies
P09527,261,262,Flies
P09529,1001,1002,Flies
P09538,274,275,Flies
P09538,562,563,Flies
P09538,956,957,Flies
P09538,776,777,Flies
P09538,261,262,Flies
P09538,446,447,Flies
P09538,655,656,Flies
P09541,274,275,Flies
P09541,1001,1002,Flies
P09544,3,4,Flies
P09544,665,666,Flies
P09544,1001,1002,Flies
P09549,844,845,Flies
P09549,227,228,Flies
P09549,1001,1002,Flies
P09551,573,574,Flies
P09551,3,4,Flies
P09551,771,772,Flies
P09551,665,666,Flies
P09551,1054,1055,Flies
P09551,776,777,Flies
P09551,1001,1002,Flies
P09651,1001,1002,Flies
P09652,1051,1052,Flies
P09655,261,262,Flies
P09655,308,309,Flies
P09656,1001,1002,Flies
P09666,261,262,Flies
P09666,844,845,Flies
P09666,1001,1002,Flies
P09679,573,574,Flies
P09679,261,262,Flies
P09679,308,309,Flies
P10131,562,563,Flies
P10226,910,911,Flies
P10226,446,447,Flies
P10226,562,563,Flies
P10226,605,606,Flies
P10226,1001,1002,Flies
P10238,261,262,Flies
P10238,573,574,Flies
P10238,808,809,Flies
P10238,562,563,Flies
P10238,763,764,Flies
P10238,925,926,Flies
P10238,697,698,Flies
P10238,1001,1002,Flies
P10282,182,183,Flies
P10303,808,809,Flies
P10304,1004,1005,Flies
P10304,815,816,Flies
P10304,227,228,Flies
P10304,925,926,Flies
P10304,776,777,Flies
P10304,154,155,Flies
P10304,1054,1055,Flies
P10306,1015,1016,Flies
P10306,3,4,Flies
P10316,231,232,Flies
P10329,3,4,Flies
P10329,857,858,Flies
P10329,154,155,Flies
P10334,1001,1002,Flies
P10355,1034,1035,Flies
P10355,905,906,Flies
P10356,1034,1035,Flies
P10415,261,262,Flies
P10417,817,818,Flies
P10417,607,608,Flies
P10417,275,276,Flies
P10417,221,222,Flies
P10458,797,798,Flies
P10469,231,232,Flies
P10470,562,563,Flies
P10482,562,563,Flies
P10511,873,874,Flies
P10512,231,232,Flies
P10515,562,563,Flies
P10535,3,4,Flies
P10535,844,845,Flies
P10540,808,809,Flies
P10552,763,764,Flies
P10552,808,809,Flies
P10620,45,46,Flies
P10621,1034,1035,Flies
P10633,3,4,Flies
P10653,85,86,Flies
P10653,549,550,Flies
P10673,561,562,Flies
P10689,917,918,Flies
P10694,446,447,Flies
P10699,231,232,Flies
P10708,808,809,Flies
P10715,808,809,Flies
P10715,562,563,Flies
P10718,308,309,Flies
P10718,446,447,Flies
P10724,808,809,Flies
P10725,446,447,Flies
P10740,562,563,Flies
P10740,808,809,Flies
P10742,231,232,Flies
P10742,808,809,Flies
P10747,231,232,Flies
P10748,1034,1035,Flies
P10748,905,906,Flies
P10748,844,845,Flies
P10748,520,521,Flies
P10749,496,497,Flies
P10749,867,868,Flies
P10749,3,4,Flies
P10749,844,845,Flies
P10752,520,521,Flies
P10759,82,83,Flies
P10762,763,764,Flies
P10762,808,809,Flies
P10764,697,698,Flies
P10782,606,607,Flies
P10787,455,456,Flies
P10788,1015,1016,Flies
P10808,1015,1016,Flies
P10812,532,533,Flies
P10813,272,273,Flies
P10838,223,224,Flies
P10840,223,224,Flies
P10844,1001,1002,Flies
P10847,1001,1002,Flies
P10847,223,224,Flies
P10848,223,224,Flies
P10850,223,224,Flies
P10851,223,224,Flies
P10852,1001,1002,Flies
P10853,223,224,Flies
P10855,223,224,Flies
P10856,1001,1002,Flies
P10857,223,224,Flies
P10859,223,224,Flies
P10874,223,224,Flies
P10876,1001,1002,Flies
P10879,223,224,Flies
P10881,223,224,Flies
P10884,1001,1002,Flies
P10885,223,224,Flies
P10886,223,224,Flies
P10887,1001,1002,Flies
P10887,223,224,Flies
P10888,223,224,Flies
P10890,223,224,Flies
P10893,223,224,Flies
P10894,223,224,Flies
P10895,223,224,Flies
P10900,1001,1002,Flies
P10901,1001,1002,Flies
P10903,223,224,Flies
P10904,223,224,Flies
P10905,223,224,Flies
P10906,223,224,Flies
P10907,223,224,Flies
P10908,223,224,Flies
P10909,223,224,Flies
P10910,223,224,Flies
P10911,223,224,Flies
P10912,223,224,Flies
P10973,808,809,Flies
P10973,562,563,Flies
P10973,763,764,Flies
P10973,423,424,Flies
P10994,808,809,Flies
P10994,562,563,Flies
P10994,763,764,Flies
P10994,423,424,Flies
P11015,455,456,Flies
P11033,167,168,Flies
P11041,455,456,Flies
P11194,3,4,Flies
P11203,3,4,Flies
P11293,1001,1002,Flies
P11365,734,735,Flies
P11372,734,735,Flies
P11372,3,4,Flies
P11386,45,46,Flies
P11418,573,574,Flies
P11418,1027,1028,Flies
P11418,918,919,Flies
P11418,154,155,Flies
P11418,665,666,Flies
P11418,551,552,Flies
P11418,1051,1052,Flies
P11418,261,262,Flies
P11460,849,850,Flies
P11460,804,805,Flies
P11460,776,777,Flies
P11460,808,809,Flies
P11462,849,850,Flies
P11462,808,809,Flies
P11462,353,354,Flies
P11462,763,764,Flies
P11467,808,809,Flies
P11467,562,563,Flies
P11467,3,4,Flies
P11468,261,262,Flies
P11528,3,4,Flies
P11528,844,845,Flies
P11530,3,4,Flies
P11561,1034,1035,Flies
P11570,1001,1002,Flies
P11583,1001,1002,Flies
P11613,680,681,Flies
P11613,512,513,Flies
P11613,433,434,Flies
P11614,512,513,Flies
P11869,3,4,Flies
P11911,3,4,Flies
P11911,844,845,Flies
P11966,1079,1080,Flies
P11966,71,72,Flies
P11977,3,4,Flies
P12004,3,4,Flies
P12052,808,809,Flies
P12052,231,232,Flies
P12078,776,777,Flies
P12089,1054,1055,Flies
P12089,573,574,Flies
P12119,351,352,Flies
P12119,0,1,Flies
P12119,572,573,Flies
P12139,3,4,Flies
P12139,817,818,Flies
P12139,1034,1035,Flies
P12150,813,814,Flies
P12151,573,574,Flies
P12151,665,666,Flies
P12151,662,663,Flies
P12151,523,524,Flies
P12151,655,656,Flies
P12151,261,262,Flies
P12172,231,232,Flies
P12176,808,809,Flies
P12176,231,232,Flies
P12190,231,232,Flies
P12190,808,809,Flies
P12190,154,155,Flies
P12190,423,424,Flies
P12190,562,563,Flies
P12190,353,354,Flies
P12190,763,764,Flies
P12190,849,850,Flies
P12190,1079,1080,Flies
P12190,665,666,Flies
P12190,1004,1005,Flies
P12190,919,920,Flies
P12190,804,805,Flies
P12190,446,447,Flies
P12190,85,86,Flies
P12190,150,151,Flies
P12190,182,183,Flies
P12190,776,777,Flies
P12190,201,202,Flies
P12190,818,819,Flies
P12190,583,584,Flies
P12190,3,4,Flies
P12190,261,262,Flies
P12190,832,833,Flies
P12190,474,475,Flies
P12190,655,656,Flies
P12190,1054,1055,Flies
P12190,329,330,Flies
P12190,1061,1062,Flies
P12190,662,663,Flies
P12190,788,789,Flies
P12190,857,858,Flies
P12190,1034,1035,Flies
P12190,668,669,Flies
P12190,1050,1051,Flies
P12190,436,437,Flies
P12190,675,676,Flies
P12190,141,142,Flies
P12190,925,926,Flies
P12190,743,744,Flies
P12190,573,574,Flies
P12190,910,911,Flies
P12190,308,309,Flies
P12190,812,813,Flies
P12190,995,996,Flies
P12190,697,698,Flies
P12190,372,373,Flies
P12190,293,294,Flies
P12190,1043,1044,Flies
P12190,65,66,Flies
P12190,178,179,Flies
P12190,497,498,Flies
P12190,1022,1023,Flies
P12190,292,293,Flies
P12190,731,732,Flies
P12190,902,903,Flies
P12190,0,1,Flies
P12190,202,203,Flies
P12190,274,275,Flies
P12190,852,853,Flies
P12190,1001,1002,Flies
P12191,804,805,Flies
P12193,308,309,Flies
P12193,804,805,Flies
P12197,849,850,Flies
P12197,763,764,Flies
P12197,562,563,Flies
P12197,665,666,Flies
P12197,832,833,Flies
P12197,956,957,Flies
P12197,3,4,Flies
P12197,353,354,Flies
P12197,808,809,Flies
P12197,231,232,Flies
P12197,804,805,Flies
P12197,857,858,Flies
P12197,149,150,Flies
P12197,274,275,Flies
P12197,919,920,Flies
P12197,776,777,Flies
P12197,1004,1005,Flies
P12197,662,663,Flies
P12197,573,574,Flies
P12197,446,447,Flies
P12227,0,1,Flies
P12227,562,563,Flies
P12227,808,809,Flies
P12227,910,911,Flies
P12227,697,698,Flies
P12227,182,183,Flies
P12227,804,805,Flies
P12227,261,262,Flies
P12227,474,475,Flies
P12239,857,858,Flies
P12239,662,663,Flies
P12239,3,4,Flies
P12239,832,833,Flies
P12239,261,262,Flies
P12239,1054,1055,Flies
P12239,808,809,Flies
P12239,1000,1001,Flies
P12240,232,233,Flies
P12241,274,275,Flies
P12245,919,920,Flies
P12245,573,574,Flies
P12245,832,833,Flies
P12245,662,663,Flies
P12245,231,232,Flies
P12245,562,563,Flies
P12245,776,777,Flies
P12245,261,262,Flies
P12245,665,666,Flies
P12245,182,183,Flies
P12249,308,309,Flies
P12249,665,666,Flies
P12255,808,809,Flies
P12255,3,4,Flies
P12255,1054,1055,Flies
P12255,776,777,Flies
P12255,353,354,Flies
P12255,662,663,Flies
P12255,665,666,Flies
P12255,372,373,Flies
P12255,832,833,Flies
P12255,474,475,Flies
P12255,231,232,Flies
P12255,675,676,Flies
P12255,227,228,Flies
P12255,423,424,Flies
P12262,1034,1035,Flies
P12270,665,666,Flies
P12270,308,309,Flies
P12270,0,1,Flies
P12277,1034,1035,Flies
P12281,1004,1005,Flies
P12292,808,809,Flies
P12292,719,720,Flies
P12292,274,275,Flies
P12292,562,563,Flies
P12292,353,354,Flies
P12292,849,850,Flies
P12292,497,498,Flies
P12292,910,911,Flies
P12292,446,447,Flies
P12292,763,764,Flies
P12292,662,663,Flies
P12292,58,59,Flies
P12292,827,828,Flies
P12292,436,437,Flies
P12292,1079,1080,Flies
P12292,816,817,Flies
P12292,71,72,Flies
P12292,423,424,Flies
P12292,647,648,Flies
P12292,532,533,Flies
P12292,665,666,Flies
P12292,631,632,Flies
P12292,917,918,Flies
P12292,177,178,Flies
P12292,372,373,Flies
P12292,956,957,Flies
P12292,1034,1035,Flies
P12292,66,67,Flies
P12292,551,552,Flies
P12292,1004,1005,Flies
P12292,3,4,Flies
P12292,0,1,Flies
P12292,109,110,Flies
P12292,797,798,Flies
P12292,308,309,Flies
P12292,976,977,Flies
P12292,804,805,Flies
P12292,686,687,Flies
P12292,735,736,Flies
P12292,205,206,Flies
P12292,640,641,Flies
P12292,938,939,Flies
P12292,344,345,Flies
P12292,574,575,Flies
P12292,1048,1049,Flies
P12292,743,744,Flies
P12292,832,833,Flies
P12292,149,150,Flies
P12292,1061,1062,Flies
P12292,293,294,Flies
P12292,564,565,Flies
P12292,822,823,Flies
P12292,655,656,Flies
P12292,259,260,Flies
P12292,19,20,Flies
P12292,968,969,Flies
P12292,969,970,Flies
P12292,635,636,Flies
P12292,963,964,Flies
P12292,888,889,Flies
P12292,261,262,Flies
P12292,231,232,Flies
P12292,817,818,Flies
P12292,583,584,Flies
P12292,1022,1023,Flies
P12292,776,777,Flies
P12292,154,155,Flies
P12292,697,698,Flies
P12292,96,97,Flies
P12292,919,920,Flies
P12292,218,219,Flies
P12292,573,574,Flies
P12292,182,183,Flies
P12292,316,317,Flies
P12292,1016,1017,Flies
P12292,474,475,Flies
P12292,852,853,Flies
P12293,808,809,Flies
P12293,562,563,Flies
P12293,423,424,Flies
P12293,182,183,Flies
P12293,763,764,Flies
P12293,231,232,Flies
P12293,1079,1080,Flies
P12299,665,666,Flies
P12299,815,816,Flies
P12299,776,777,Flies
P12299,804,805,Flies
P12299,817,818,Flies
P12299,286,287,Flies
P12299,303,304,Flies
P12299,857,858,Flies
P12299,1016,1017,Flies
P12299,887,888,Flies
P12299,1054,1055,Flies
P12299,3,4,Flies
P12299,520,521,Flies
P12299,650,651,Flies
P12299,573,574,Flies
P12299,372,373,Flies
P12299,135,136,Flies
P12299,308,309,Flies
P12299,474,475,Flies
P12299,267,268,Flies
P12299,475,476,Flies
P12299,956,957,Flies
P12299,615,616,Flies
P12299,760,761,Flies
P12299,395,396,Flies
P12299,662,663,Flies
P12299,192,193,Flies
P12299,261,262,Flies
P12305,384,385,Flies
P12306,3,4,Flies
P12306,259,260,Flies
P12307,697,698,Flies
P12310,697,698,Flies
P12312,665,666,Flies
P12312,562,563,Flies
P12312,804,805,Flies
P12312,573,574,Flies
P12312,763,764,Flies
P12324,397,398,Flies
P12324,562,563,Flies
P12324,1079,1080,Flies
P12324,822,823,Flies
P12324,423,424,Flies
P12334,963,964,Flies
P12334,763,764,Flies
P12354,857,858,Flies
P12354,573,574,Flies
P12354,3,4,Flies
P12354,662,663,Flies
P12354,227,228,Flies
P12354,776,777,Flies
P12354,1078,1079,Flies
P12362,857,858,Flies
P12362,1054,1055,Flies
P12375,794,795,Flies
P12388,818,819,Flies
P12391,849,850,Flies
P12391,231,232,Flies
P12391,808,809,Flies
P12391,353,354,Flies
P12392,849,850,Flies
P12392,353,354,Flies
P12392,423,424,Flies
P12399,849,850,Flies
P12399,353,354,Flies
P12399,665,666,Flies
P12399,562,563,Flies
P12402,763,764,Flies
P12402,562,563,Flies
P12406,849,850,Flies
P12406,353,354,Flies
P12406,808,809,Flies
P12406,817,818,Flies
P12406,423,424,Flies
P12406,562,563,Flies
P12412,849,850,Flies
P12412,353,354,Flies
P12412,763,764,Flies
P12412,808,809,Flies
P12414,743,744,Flies
P12414,849,850,Flies
P12414,226,227,Flies
P12414,274,275,Flies
P12414,925,926,Flies
P12414,776,777,Flies
P12414,818,819,Flies
P12414,1026,1027,Flies
P12414,774,775,Flies
P12414,832,833,Flies
P12414,446,447,Flies
P12414,662,663,Flies
P12414,822,823,Flies
P12414,1034,1035,Flies
P12414,353,354,Flies
P12414,817,818,Flies
P12414,917,918,Flies
P12414,843,844,Flies
P12414,551,552,Flies
P12414,564,565,Flies
P12414,763,764,Flies
P12414,182,183,Flies
P12414,734,735,Flies
P12414,308,309,Flies
P12414,534,535,Flies
P12430,383,384,Flies
P12438,3,4,Flies
P12438,1034,1035,Flies
P12438,905,906,Flies
P12438,82,83,Flies
P12481,73,74,Flies
P12492,181,182,Flies
P12494,763,764,Flies
P12516,181,182,Flies
P12522,1001,1002,Flies
P12522,818,819,Flies
P12543,181,182,Flies
P12558,843,844,Flies
P12577,181,182,Flies
P12586,181,182,Flies
P12595,734,735,Flies
P12597,734,735,Flies
P12609,181,182,Flies
P12610,808,809,Flies
P12613,551,552,Flies
P12624,763,764,Flies
P12640,1034,1035,Flies
P12650,564,565,Flies
P12650,468,469,Flies
P12650,82,83,Flies
P12654,808,809,Flies
P12654,849,850,Flies
P12654,274,275,Flies
P12654,697,698,Flies
P12654,353,354,Flies
P12654,763,764,Flies
P12654,446,447,Flies
P12654,562,563,Flies
P12654,65,66,Flies
P12654,423,424,Flies
P12654,479,480,Flies
P12654,231,232,Flies
P12654,272,273,Flies
P12654,675,676,Flies
P12654,665,666,Flies
P12654,261,262,Flies
P12654,182,183,Flies
P12654,1079,1080,Flies
P12655,353,354,Flies
P12690,849,850,Flies
P12690,808,809,Flies
P12690,562,563,Flies
P12691,808,809,Flies
P12691,1079,1080,Flies
P12691,150,151,Flies
P12691,640,641,Flies
P12691,585,586,Flies
P12691,523,524,Flies
P12691,182,183,Flies
P12691,857,858,Flies
P12691,372,373,Flies
P12691,849,850,Flies
P12691,1000,1001,Flies
P12691,562,563,Flies
P12691,763,764,Flies
P12691,963,964,Flies
P12691,353,354,Flies
P12691,995,996,Flies
P12691,910,911,Flies
P12691,956,957,Flies
P12691,1016,1017,Flies
P12691,665,666,Flies
P12691,655,656,Flies
P12691,0,1,Flies
P12691,573,574,Flies
P12691,423,424,Flies
P12691,804,805,Flies
P12691,3,4,Flies
P12691,446,447,Flies
P12691,525,526,Flies
P12691,259,260,Flies
P12691,474,475,Flies
P12691,662,663,Flies
P12691,776,777,Flies
P12691,355,356,Flies
P12691,583,584,Flies
P12691,1004,1005,Flies
P12691,816,817,Flies
P12691,218,219,Flies
P12691,227,228,Flies
P12691,942,943,Flies
P12691,455,456,Flies
P12691,552,553,Flies
P12691,771,772,Flies
P12691,496,497,Flies
P12691,231,232,Flies
P12691,252,253,Flies
P12691,540,541,Flies
P12691,308,309,Flies
P12691,177,178,Flies
P12691,752,753,Flies
P12691,697,698,Flies
P12691,887,888,Flies
P12691,347,348,Flies
P12691,799,800,Flies
P12691,491,492,Flies
P12691,84,85,Flies
P12691,817,818,Flies
P12691,1050,1051,Flies
P12691,1007,1008,Flies
P12691,1034,1035,Flies
P12691,768,769,Flies
P12691,27,28,Flies
P12691,564,565,Flies
P12691,1054,1055,Flies
P12691,107,108,Flies
P12691,18,19,Flies
P12691,822,823,Flies
P12691,723,724,Flies
P12691,1082,1083,Flies
P12691,329,330,Flies
P12691,925,926,Flies
P12691,895,896,Flies
P12691,261,262,Flies
P12691,743,744,Flies
P12691,475,476,Flies
P12691,832,833,Flies
P12691,154,155,Flies
P12691,919,920,Flies
P12691,21,22,Flies
P12691,760,761,Flies
P12691,316,317,Flies
P12691,765,766,Flies
P12691,795,796,Flies
P12691,1078,1079,Flies
P12691,646,647,Flies
P12691,905,906,Flies
P12691,313,314,Flies
P12691,1026,1027,Flies
P12691,551,552,Flies
P12691,976,977,Flies
P12691,860,861,Flies
P12691,970,971,Flies
P12691,818,819,Flies
P12691,843,844,Flies
P12691,532,533,Flies
P12691,844,845,Flies
P12691,1001,1002,Flies
P12693,808,809,Flies
P12693,763,764,Flies
P12693,423,424,Flies
P12698,808,809,Flies
P12698,804,805,Flies
P12698,849,850,Flies
P12698,562,563,Flies
P12698,3,4,Flies
P12698,696,697,Flies
P12698,1084,1085,Flies
P12707,3,4,Flies
P12707,185,186,Flies
P12707,1034,1035,Flies
P12707,496,497,Flies
P12707,1050,1051,Flies
P12707,1007,1008,Flies
P12707,107,108,Flies
P12707,662,663,Flies
P12707,227,228,Flies
P12707,887,888,Flies
P12707,809,810,Flies
P12707,905,906,Flies
P12707,817,818,Flies
P12707,843,844,Flies
P12707,762,763,Flies
P12709,808,809,Flies
P12709,956,957,Flies
P12709,640,641,Flies
P12709,562,563,Flies
P12709,1027,1028,Flies
P12709,1004,1005,Flies
P12709,963,964,Flies
P12709,0,1,Flies
P12709,218,219,Flies
P12709,308,309,Flies
P12709,355,356,Flies
P12709,301,302,Flies
P12709,372,373,Flies
P12709,815,816,Flies
P12709,879,880,Flies
P12709,154,155,Flies
P12709,925,926,Flies
P12709,3,4,Flies
P12709,887,888,Flies
P12709,771,772,Flies
P12709,763,764,Flies
P12709,951,952,Flies
P12709,282,283,Flies
P12709,12,13,Flies
P12709,780,781,Flies
P12709,540,541,Flies
P12709,665,666,Flies
P12709,662,663,Flies
P12709,976,977,Flies
P12709,21,22,Flies
P12709,765,766,Flies
P12709,857,858,Flies
P12709,822,823,Flies
P12709,832,833,Flies
P12709,1034,1035,Flies
P12709,227,228,Flies
P12709,646,647,Flies
P12709,496,497,Flies
P12709,395,396,Flies
P12709,475,476,Flies
P12709,107,108,Flies
P12709,293,294,Flies
P12709,70,71,Flies
P12709,878,879,Flies
P12709,1050,1051,Flies
P12709,541,542,Flies
P12709,760,761,Flies
P12709,776,777,Flies
P12709,969,970,Flies
P12709,1078,1079,Flies
P12709,436,437,Flies
P12709,905,906,Flies
P12709,818,819,Flies
P12709,1083,1084,Flies
P12709,239,240,Flies
P12709,551,552,Flies
P12709,928,929,Flies
P12709,564,565,Flies
P12709,762,763,Flies
P12716,551,552,Flies
P12716,564,565,Flies
P12716,479,480,Flies
P12716,762,763,Flies
P12731,261,262,Flies
P12731,976,977,Flies
P12731,274,275,Flies
P12731,540,541,Flies
P12731,412,413,Flies
P12731,150,151,Flies
P12731,832,833,Flies
P12731,640,641,Flies
P12731,808,809,Flies
P12731,3,4,Flies
P12731,665,666,Flies
P12731,788,789,Flies
P12731,252,253,Flies
P12731,1034,1035,Flies
P12731,956,957,Flies
P12731,662,663,Flies
P12731,815,816,Flies
P12731,857,858,Flies
P12731,905,906,Flies
P12731,551,552,Flies
P12731,879,880,Flies
P12731,797,798,Flies
P12731,895,896,Flies
P12731,308,309,Flies
P12731,430,431,Flies
P12731,1038,1039,Flies
P12731,564,565,Flies
P12731,162,163,Flies
P12731,887,888,Flies
P12731,1007,1008,Flies
P12731,818,819,Flies
P12731,646,647,Flies
P12731,347,348,Flies
P12731,844,845,Flies
P12731,843,844,Flies
P12731,661,662,Flies
P12731,91,92,Flies
P12731,49,50,Flies
P12731,780,781,Flies
P12731,734,735,Flies
P12731,817,818,Flies
P12731,909,910,Flies
P12731,941,942,Flies
P12731,107,108,Flies
P12731,475,476,Flies
P12731,215,216,Flies
P12731,693,694,Flies
P12731,329,330,Flies
P12731,682,683,Flies
P12731,374,375,Flies
P12731,765,766,Flies
P12731,771,772,Flies
P12731,562,563,Flies
P12731,1054,1055,Flies
P12731,395,396,Flies
P12731,965,966,Flies
P12731,372,373,Flies
P12731,776,777,Flies
P12731,944,945,Flies
P12731,594,595,Flies
P12731,106,107,Flies
P12731,1050,1051,Flies
P12731,335,336,Flies
P12731,634,635,Flies
P12731,631,632,Flies
P12731,902,903,Flies
P12731,544,545,Flies
P12731,1068,1069,Flies
P12731,916,917,Flies
P12731,876,877,Flies
P12731,799,800,Flies
P12731,584,585,Flies
P12731,795,796,Flies
P12731,77,78,Flies
P12731,416,417,Flies
P12731,616,617,Flies
P12731,603,604,Flies
P12731,849,850,Flies
P12731,70,71,Flies
P12731,782,783,Flies
P12731,925,926,Flies
P12731,260,261,Flies
P12731,880,881,Flies
P12731,763,764,Flies
P12731,899,900,Flies
P12731,184,185,Flies
P12731,27,28,Flies
P12731,1051,1052,Flies
P12731,760,761,Flies
P12731,286,287,Flies
P12731,970,971,Flies
P12731,619,620,Flies
P12731,423,424,Flies
P12731,686,687,Flies
P12731,1004,1005,Flies
P12731,249,250,Flies
P12731,869,870,Flies
P12731,302,303,Flies
P12731,316,317,Flies
P12731,92,93,Flies
P12731,123,124,Flies
P12731,477,478,Flies
P12731,777,778,Flies
P12731,735,736,Flies
P12731,932,933,Flies
P12731,1078,1079,Flies
P12731,809,810,Flies
P12731,930,931,Flies
P12731,503,504,Flies
P12731,181,182,Flies
P12731,390,391,Flies
P12731,748,749,Flies
P12731,25,26,Flies
P12731,522,523,Flies
P12731,762,763,Flies
P12731,1083,1084,Flies
P12731,60,61,Flies
P12731,239,240,Flies
P12731,185,186,Flies
P12731,1056,1057,Flies
P12731,397,398,Flies
P12731,280,281,Flies
P12731,491,492,Flies
P12739,849,850,Flies
P12742,353,354,Flies
P12742,231,232,Flies
P12742,446,447,Flies
P12742,1061,1062,Flies
P12742,849,850,Flies
P12742,808,809,Flies
P12742,423,424,Flies
P12742,523,524,Flies
P12767,849,850,Flies
P12767,353,354,Flies
P12767,564,565,Flies
P12768,353,354,Flies
P12768,1000,1001,Flies
P12768,372,373,Flies
P12768,849,850,Flies
P12768,3,4,Flies
P12768,665,666,Flies
P12768,776,777,Flies
P12768,925,926,Flies
P12768,887,888,Flies
P12768,817,818,Flies
P12768,605,606,Flies
P12768,107,108,Flies
P12768,895,896,Flies
P12768,832,833,Flies
P12768,261,262,Flies
P12768,894,895,Flies
P12768,976,977,Flies
P12768,808,809,Flies
P12768,154,155,Flies
P12768,1054,1055,Flies
P12768,782,783,Flies
P12768,40,41,Flies
P12768,735,736,Flies
P12768,1034,1035,Flies
P12768,905,906,Flies
P12768,1083,1084,Flies
P12768,843,844,Flies
P12768,861,862,Flies
P12768,818,819,Flies
P12768,734,735,Flies
P12768,763,764,Flies
P12768,475,476,Flies
P12768,328,329,Flies
P12768,1001,1002,Flies
P12782,849,850,Flies
P12782,905,906,Flies
P12791,308,309,Flies
P12795,762,763,Flies
P12799,844,845,Flies
P12807,1001,1002,Flies
P12808,1048,1049,Flies
P12812,412,413,Flies
P12819,3,4,Flies
P12819,905,906,Flies
P12819,1034,1035,Flies
P12819,843,844,Flies
P12831,423,424,Flies
P12831,849,850,Flies
P12831,231,232,Flies
P12831,808,809,Flies
P12831,956,957,Flies
P12831,3,4,Flies
P12831,353,354,Flies
P12831,562,563,Flies
P12831,986,987,Flies
P12831,827,828,Flies
P12831,396,397,Flies
P12831,140,141,Flies
P12831,919,920,Flies
P12831,763,764,Flies
P12831,436,437,Flies
P12835,562,563,Flies
P12838,818,819,Flies
P12845,82,83,Flies
P12866,843,844,Flies
P12880,423,424,Flies
P12885,697,698,Flies
P12885,423,424,Flies
P12885,562,563,Flies
P12890,1034,1035,Flies
P12890,662,663,Flies
P12895,182,183,Flies
P12916,1083,1084,Flies
P12916,564,565,Flies
P12916,551,552,Flies
P12917,562,563,Flies
P12917,564,565,Flies
P12917,551,552,Flies
P12917,423,424,Flies
P12917,763,764,Flies
P12933,849,850,Flies
P12933,808,809,Flies
P12933,474,475,Flies
P12933,423,424,Flies
P12933,182,183,Flies
P12933,867,868,Flies
P12933,353,354,Flies
P12933,665,666,Flies
P12943,261,262,Flies
P12943,573,574,Flies
P12973,353,354,Flies
P12973,849,850,Flies
P12973,446,447,Flies
P12976,562,563,Flies
P12976,423,424,Flies
P12976,763,764,Flies
P12976,808,809,Flies
P12976,1079,1080,Flies
P12976,182,183,Flies
P12978,0,1,Flies
P12983,353,354,Flies
P12983,849,850,Flies
P12983,665,666,Flies
P12983,0,1,Flies
P12983,919,920,Flies
P12987,763,764,Flies
P13000,562,563,Flies
P13000,763,764,Flies
P13002,697,698,Flies
P13003,697,698,Flies
P13003,849,850,Flies
P13005,82,83,Flies
P13031,849,850,Flies
P13031,808,809,Flies
P13031,562,563,Flies
P13031,423,424,Flies
P13031,353,354,Flies
P13037,308,309,Flies
P13037,475,476,Flies
P13037,776,777,Flies
P13037,711,712,Flies
P13037,423,424,Flies
P13052,849,850,Flies
P13062,3,4,Flies
P13062,1034,1035,Flies
P13062,905,906,Flies
P13062,832,833,Flies
P13068,763,764,Flies
P13068,182,183,Flies
P13076,274,275,Flies
P13076,412,413,Flies
P13076,919,920,Flies
P13076,154,155,Flies
P13076,804,805,Flies
P13076,849,850,Flies
P13076,815,816,Flies
P13076,743,744,Flies
P13076,640,641,Flies
P13076,353,354,Flies
P13076,0,1,Flies
P13076,776,777,Flies
P13076,1054,1055,Flies
P13076,956,957,Flies
P13076,832,833,Flies
P13076,719,720,Flies
P13076,675,676,Flies
P13076,995,996,Flies
P13076,662,663,Flies
P13076,218,219,Flies
P13076,532,533,Flies
P13076,65,66,Flies
P13076,372,373,Flies
P13076,665,666,Flies
P13076,202,203,Flies
P13077,849,850,Flies
P13077,743,744,Flies
P13077,365,366,Flies
P13077,353,354,Flies
P13077,532,533,Flies
P13077,562,563,Flies
P13077,919,920,Flies
P13077,226,227,Flies
P13077,812,813,Flies
P13077,24,25,Flies
P13077,647,648,Flies
P13077,446,447,Flies
P13077,274,275,Flies
P13077,655,656,Flies
P13077,0,1,Flies
P13077,804,805,Flies
P13077,976,977,Flies
P13077,763,764,Flies
P13077,178,179,Flies
P13077,150,151,Flies
P13077,524,525,Flies
P13077,956,957,Flies
